epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,309.143,1.43033,0.14448,0.08934,0.69866,1.5078,0.96038,0.96727,0.97223,0.52307,0.97143,0.97247,0.98497,0.9785,1.57417,0.1053,0.00888,0.61332,1.58293,0.001868,0.001868,0.001868
12,336.607,1.3978,0.14638,0.08571,0.68514,1.49514,0.9639,0.97105,0.97064,0.51457,0.97187,0.9787,0.98203,0.97515,1.60031,0.11545,0.00464,0.60328,1.58313,0.0018548,0.0018548,0.0018548
13,363.706,1.39997,0.13466,0.08146,0.67296,1.49966,0.96834,0.97091,0.97321,0.52352,0.97145,0.97403,0.98238,0.97736,1.59535,0.10174,0.00189,0.59704,1.59551,0.0018416,0.0018416,0.0018416
14,390.746,1.38866,0.12966,0.07851,0.66456,1.49052,0.97224,0.96415,0.97623,0.5634,0.9724,0.97,0.98313,0.97882,1.4977,0.10838,0.00249,0.59096,1.54106,0.0018284,0.0018284,0.0018284
15,418.438,1.36361,0.12278,0.08066,0.65576,1.47341,0.96386,0.96974,0.97467,0.55313,0.96896,0.97818,0.98154,0.97729,1.53445,0.09252,0.00621,0.56434,1.56318,0.0018152,0.0018152,0.0018152
16,445.827,1.38652,0.12495,0.07853,0.66195,1.48695,0.97029,0.97351,0.98007,0.55832,0.97377,0.97558,0.982,0.97808,1.53913,0.09783,0.0073,0.56465,1.55148,0.001802,0.001802,0.001802
17,473.244,1.3579,0.12075,0.07655,0.63971,1.47431,0.96996,0.97285,0.98002,0.56093,0.97277,0.9761,0.98349,0.97992,1.50925,0.08522,0.00494,0.55522,1.54246,0.0017888,0.0017888,0.0017888
18,500.571,1.33737,0.11618,0.07261,0.63891,1.45874,0.97116,0.97945,0.98214,0.57676,0.97374,0.98254,0.98486,0.98151,1.49666,0.08653,0.00299,0.5467,1.5576,0.0017756,0.0017756,0.0017756
19,528.088,1.34952,0.11826,0.07251,0.63481,1.46711,0.96972,0.98156,0.98434,0.56387,0.97073,0.98187,0.98574,0.9814,1.4886,0.09061,0.00353,0.55666,1.54752,0.0017624,0.0017624,0.0017624
20,555.452,1.33195,0.11319,0.07383,0.62798,1.45488,0.97111,0.97974,0.97758,0.55603,0.97364,0.97875,0.98318,0.97995,1.50927,0.08792,0.00411,0.54532,1.55981,0.0017492,0.0017492,0.0017492
21,582.952,1.33095,0.11031,0.07094,0.61883,1.44614,0.97618,0.97915,0.98048,0.58181,0.97606,0.98442,0.98385,0.98128,1.49538,0.08248,0.00294,0.53057,1.54409,0.001736,0.001736,0.001736
22,610.681,1.30775,0.10955,0.07252,0.61531,1.44639,0.97263,0.97974,0.9785,0.57355,0.97573,0.98146,0.9851,0.98104,1.50992,0.083,0.0019,0.53503,1.56917,0.0017228,0.0017228,0.0017228
23,638.026,1.30458,0.1097,0.07075,0.61143,1.4446,0.97101,0.97445,0.97934,0.58108,0.97464,0.97809,0.98245,0.9792,1.48367,0.08183,0.00172,0.52696,1.54889,0.0017096,0.0017096,0.0017096
24,665.439,1.30132,0.11242,0.07128,0.61611,1.43158,0.96849,0.97455,0.98091,0.57282,0.97136,0.97558,0.98331,0.97902,1.48677,0.09269,0.00151,0.54236,1.56945,0.0016964,0.0016964,0.0016964
25,693.061,1.29333,0.10516,0.07088,0.60961,1.43407,0.97014,0.97881,0.97991,0.55474,0.97091,0.9813,0.98422,0.98115,1.55706,0.08343,0.00199,0.54182,1.59584,0.0016832,0.0016832,0.0016832
26,720.513,1.28783,0.10546,0.0709,0.60526,1.43854,0.96954,0.97543,0.97607,0.56231,0.97468,0.98078,0.98352,0.97946,1.55225,0.09372,0.00324,0.54585,1.59674,0.00167,0.00167,0.00167
27,748.087,1.29029,0.10668,0.06841,0.60867,1.43462,0.97324,0.98245,0.97534,0.56396,0.97575,0.98701,0.98446,0.98071,1.50826,0.07511,0.00098,0.52579,1.59444,0.0016568,0.0016568,0.0016568
28,775.912,1.26083,0.10007,0.06719,0.59022,1.41199,0.97012,0.97821,0.97731,0.55191,0.97256,0.9813,0.98331,0.98023,1.5641,0.08101,0.00244,0.52952,1.60814,0.0016436,0.0016436,0.0016436
29,803.277,1.25432,0.09771,0.06899,0.58772,1.41096,0.97126,0.98312,0.98218,0.56588,0.97072,0.98701,0.98479,0.98057,1.50268,0.08915,0.00175,0.52586,1.58028,0.0016304,0.0016304,0.0016304
30,830.755,1.26453,0.10084,0.06899,0.58382,1.42148,0.97238,0.9787,0.97761,0.58871,0.97426,0.9832,0.98409,0.98123,1.45812,0.07264,0.00102,0.5096,1.55142,0.0016172,0.0016172,0.0016172
31,858.413,1.22294,0.09291,0.06247,0.57154,1.3862,0.97101,0.97434,0.97657,0.57423,0.97074,0.98249,0.983,0.98013,1.50089,0.07895,0.00135,0.51931,1.58729,0.001604,0.001604,0.001604
32,886.124,1.2292,0.09509,0.06608,0.57194,1.39915,0.97346,0.9761,0.97635,0.57767,0.97536,0.98182,0.98415,0.97879,1.48469,0.08479,0.00123,0.52538,1.58492,0.0015908,0.0015908,0.0015908
33,913.626,1.2219,0.09932,0.06323,0.56499,1.38519,0.96765,0.97884,0.97864,0.55448,0.97183,0.98563,0.98509,0.9811,1.54184,0.08236,0.00379,0.53198,1.59163,0.0015776,0.0015776,0.0015776
34,941.02,1.21837,0.09204,0.0655,0.5686,1.39073,0.97262,0.97818,0.97307,0.56916,0.97131,0.98487,0.98219,0.97753,1.48665,0.07704,0.0012,0.50928,1.57486,0.0015644,0.0015644,0.0015644
35,968.904,1.19192,0.0892,0.06111,0.55086,1.36673,0.96902,0.97508,0.97278,0.54221,0.97532,0.98521,0.98399,0.97966,1.57414,0.07786,0.00201,0.53835,1.63696,0.0015512,0.0015512,0.0015512
36,996.516,1.19111,0.09173,0.06397,0.55929,1.37654,0.96871,0.97351,0.97517,0.54447,0.97175,0.98275,0.98339,0.97815,1.57471,0.0839,0.002,0.54084,1.64479,0.001538,0.001538,0.001538
37,1024.11,1.19727,0.08766,0.06103,0.55401,1.37011,0.97032,0.97922,0.97405,0.54952,0.97542,0.98442,0.98554,0.98021,1.54971,0.07657,0.00127,0.51651,1.62295,0.0015248,0.0015248,0.0015248
38,1051.84,1.18502,0.08878,0.06115,0.55195,1.36228,0.97346,0.97558,0.97317,0.55182,0.98033,0.9813,0.98321,0.97942,1.54458,0.07724,0.00193,0.52271,1.61406,0.0015116,0.0015116,0.0015116
39,1079.46,1.16461,0.09424,0.06484,0.54772,1.34579,0.97092,0.97974,0.97792,0.5728,0.97607,0.98494,0.98603,0.98229,1.5348,0.07178,0.00153,0.51859,1.61153,0.0014984,0.0014984,0.0014984
40,1107.26,1.15357,0.08412,0.06337,0.5392,1.33956,0.9697,0.97922,0.97477,0.5795,0.97363,0.9839,0.98467,0.98074,1.51104,0.0763,0.0015,0.5138,1.61618,0.0014852,0.0014852,0.0014852
41,1134.91,1.14523,0.08722,0.06016,0.5444,1.33479,0.96958,0.97687,0.97419,0.54311,0.97325,0.98288,0.98393,0.97894,1.58864,0.08146,0.00101,0.52661,1.6505,0.001472,0.001472,0.001472
42,1162.43,1.14455,0.08512,0.05908,0.54042,1.33756,0.97289,0.97506,0.97575,0.56365,0.97764,0.98078,0.98364,0.98023,1.54256,0.07946,0.00194,0.51485,1.61513,0.0014588,0.0014588,0.0014588
43,1189.96,1.14909,0.08937,0.06013,0.54238,1.34338,0.97117,0.98182,0.97393,0.56493,0.97528,0.98597,0.98348,0.97924,1.52815,0.07319,0.00137,0.50649,1.60427,0.0014456,0.0014456,0.0014456
44,1217.44,1.12233,0.08333,0.06152,0.53408,1.31564,0.97097,0.97299,0.97286,0.5432,0.97815,0.97974,0.9839,0.97986,1.61107,0.08143,0.00168,0.52001,1.66033,0.0014324,0.0014324,0.0014324
45,1244.84,1.10148,0.08249,0.06004,0.52486,1.31034,0.97164,0.97766,0.97477,0.56964,0.97618,0.97914,0.98378,0.97957,1.5254,0.0755,0.00248,0.51233,1.64947,0.0014192,0.0014192,0.0014192
46,1272.52,1.09762,0.08177,0.05638,0.51473,1.30817,0.9691,0.97749,0.97414,0.55384,0.97623,0.98135,0.98203,0.97841,1.59535,0.07997,0.00171,0.51541,1.66531,0.001406,0.001406,0.001406
47,1300.4,1.10102,0.08237,0.05864,0.52635,1.30398,0.97055,0.97583,0.9761,0.56047,0.97328,0.98026,0.98433,0.98102,1.56398,0.07747,0.00205,0.51367,1.66365,0.0013928,0.0013928,0.0013928
48,1328.07,1.08811,0.08007,0.05537,0.51462,1.29281,0.96908,0.97691,0.97328,0.55055,0.97372,0.98159,0.98075,0.97739,1.58373,0.08267,0.00195,0.51044,1.67451,0.0013796,0.0013796,0.0013796
49,1355.62,1.08859,0.07905,0.05727,0.51838,1.2978,0.96684,0.97506,0.97393,0.54731,0.9746,0.98286,0.982,0.97971,1.60068,0.07199,0.00124,0.5155,1.687,0.0013664,0.0013664,0.0013664
50,1383.06,1.06467,0.07928,0.0589,0.51237,1.27925,0.97057,0.97667,0.9719,0.54978,0.97785,0.98494,0.98193,0.97854,1.59603,0.0806,0.00163,0.50769,1.67964,0.0013532,0.0013532,0.0013532
51,1410.59,1.06523,0.08271,0.05816,0.50999,1.28093,0.96823,0.97766,0.96954,0.54899,0.97446,0.98442,0.98256,0.97811,1.54138,0.07694,0.0015,0.51265,1.64757,0.00134,0.00134,0.00134
52,1438.07,1.05786,0.07894,0.05986,0.50464,1.27722,0.96989,0.97922,0.97584,0.56797,0.97504,0.98442,0.98527,0.98116,1.52572,0.07172,0.00132,0.50004,1.65184,0.0013268,0.0013268,0.0013268
53,1465.67,1.04189,0.07922,0.05786,0.49869,1.26448,0.97025,0.97506,0.97455,0.56355,0.97722,0.98073,0.98341,0.9791,1.56687,0.07629,0.00213,0.50651,1.67862,0.0013136,0.0013136,0.0013136
54,1493.45,1.03497,0.07545,0.05607,0.5036,1.26179,0.97146,0.97714,0.97316,0.54913,0.97714,0.98286,0.98436,0.97934,1.57959,0.07363,0.00096,0.51633,1.67787,0.0013004,0.0013004,0.0013004
55,1521.02,1.03622,0.07719,0.059,0.50148,1.26687,0.97056,0.97622,0.97504,0.55447,0.97426,0.98182,0.98307,0.97958,1.57525,0.07533,0.00138,0.51406,1.68849,0.0012872,0.0012872,0.0012872
56,1548.67,1.0412,0.0799,0.06009,0.50216,1.2711,0.96713,0.97823,0.97613,0.55201,0.97459,0.9839,0.98465,0.98066,1.5786,0.07893,0.00213,0.50863,1.70096,0.001274,0.001274,0.001274
57,1576.42,1.0333,0.07563,0.05537,0.49626,1.26153,0.96416,0.97455,0.9728,0.53687,0.97916,0.97818,0.98303,0.97937,1.6273,0.07623,0.00174,0.51462,1.71759,0.0012608,0.0012608,0.0012608
58,1604.29,1.02434,0.07654,0.05964,0.49786,1.25416,0.97038,0.97007,0.97429,0.55067,0.97212,0.98338,0.98345,0.98005,1.57714,0.0798,0.00262,0.50598,1.69096,0.0012476,0.0012476,0.0012476
59,1632.04,1.00838,0.0778,0.05462,0.48935,1.24765,0.9695,0.97662,0.97465,0.5622,0.97258,0.97974,0.98098,0.97659,1.53025,0.0805,0.00206,0.50521,1.68147,0.0012344,0.0012344,0.0012344
60,1659.9,0.99727,0.07768,0.05492,0.48251,1.23556,0.97153,0.98026,0.97688,0.57229,0.97377,0.98349,0.98459,0.98083,1.54122,0.07496,0.00214,0.49297,1.69352,0.0012212,0.0012212,0.0012212
61,1687.72,0.99357,0.07642,0.05467,0.48352,1.23537,0.96689,0.97247,0.97497,0.54958,0.97812,0.97974,0.98489,0.98111,1.61084,0.07057,0.00179,0.51178,1.75052,0.001208,0.001208,0.001208
62,1715.3,0.97911,0.07342,0.05669,0.47359,1.2318,0.97099,0.9761,0.97605,0.53861,0.97729,0.98286,0.98507,0.98089,1.62644,0.07565,0.00183,0.51869,1.80386,0.0011948,0.0011948,0.0011948
63,1743.05,0.96785,0.07538,0.05242,0.47333,1.21986,0.97034,0.97351,0.97562,0.55372,0.97616,0.9786,0.98391,0.98043,1.55795,0.07768,0.00161,0.50395,1.69809,0.0011816,0.0011816,0.0011816
64,1770.66,0.97642,0.07787,0.05461,0.48323,1.21728,0.96905,0.976,0.97504,0.54308,0.97553,0.9839,0.98421,0.98046,1.58797,0.07533,0.0018,0.50681,1.73096,0.0011684,0.0011684,0.0011684
65,1798.39,0.96416,0.07734,0.05676,0.47409,1.21155,0.96652,0.97471,0.97533,0.55125,0.97167,0.9799,0.98436,0.98048,1.58206,0.07999,0.00146,0.50275,1.74334,0.0011552,0.0011552,0.0011552
66,1826.33,0.95815,0.07542,0.05487,0.47164,1.21279,0.96662,0.97792,0.97465,0.54689,0.97252,0.98442,0.98472,0.98051,1.58915,0.07523,0.0012,0.50397,1.76783,0.001142,0.001142,0.001142
67,1854.12,0.95263,0.06818,0.05039,0.46677,1.21065,0.96642,0.97179,0.97308,0.55148,0.9712,0.98087,0.98149,0.97778,1.59161,0.07861,0.00186,0.50464,1.77007,0.0011288,0.0011288,0.0011288
68,1881.83,0.9509,0.07663,0.05701,0.47423,1.21432,0.96465,0.97351,0.97456,0.54251,0.96877,0.98338,0.9823,0.9785,1.61635,0.07377,0.00147,0.51465,1.78411,0.0011156,0.0011156,0.0011156
69,1909.51,0.93824,0.07131,0.05402,0.46847,1.19537,0.967,0.97422,0.97222,0.554,0.97518,0.97988,0.98353,0.97968,1.56044,0.0714,0.00141,0.50583,1.78106,0.0011024,0.0011024,0.0011024
70,1937.19,0.92799,0.07166,0.05383,0.46151,1.19156,0.96806,0.97506,0.9736,0.55269,0.97371,0.98141,0.98313,0.97934,1.58897,0.075,0.00178,0.50812,1.76716,0.0010892,0.0010892,0.0010892
71,1964.71,0.9215,0.07357,0.05359,0.45699,1.18192,0.97047,0.97327,0.97009,0.54667,0.97791,0.9813,0.98099,0.97649,1.57724,0.07496,0.00098,0.50161,1.7806,0.001076,0.001076,0.001076
72,1992.61,0.91879,0.07212,0.05509,0.46007,1.17902,0.97151,0.97411,0.97483,0.5524,0.97824,0.98087,0.98328,0.97924,1.58223,0.07342,0.00144,0.50982,1.77407,0.0010628,0.0010628,0.0010628
73,2020.49,0.91571,0.07303,0.05662,0.45418,1.17699,0.96954,0.97566,0.97445,0.54462,0.97574,0.98189,0.9832,0.97934,1.60556,0.07142,0.0013,0.50673,1.7771,0.0010496,0.0010496,0.0010496
74,2048.17,0.90562,0.07181,0.05141,0.45692,1.17127,0.96948,0.97357,0.97642,0.54721,0.97246,0.98286,0.9825,0.97881,1.59301,0.07237,0.00107,0.50986,1.79084,0.0010364,0.0010364,0.0010364
75,2075.83,0.89308,0.07057,0.0525,0.44483,1.16277,0.97052,0.97403,0.97782,0.556,0.97617,0.98026,0.98448,0.98084,1.57993,0.0729,0.00142,0.50633,1.77941,0.0010232,0.0010232,0.0010232
76,2103.6,0.88696,0.07277,0.05194,0.45284,1.1622,0.96814,0.97869,0.97506,0.53706,0.97129,0.98424,0.9822,0.97805,1.60624,0.07499,0.00141,0.51044,1.813,0.00101,0.00101,0.00101
77,2131.63,0.87555,0.0679,0.05176,0.4416,1.15462,0.97006,0.97607,0.97551,0.5539,0.97187,0.98442,0.98282,0.97891,1.56675,0.0705,0.00111,0.49864,1.80153,0.0009968,0.0009968,0.0009968
78,2159.29,0.88064,0.06978,0.05112,0.44654,1.15489,0.97233,0.97558,0.9762,0.54416,0.97446,0.98026,0.98452,0.97985,1.60015,0.07197,0.00092,0.49626,1.81242,0.0009836,0.0009836,0.0009836
79,2187.13,0.8745,0.06683,0.05435,0.44196,1.15516,0.97119,0.97922,0.97673,0.56367,0.97375,0.98289,0.98409,0.97902,1.55992,0.07368,0.00137,0.49794,1.79677,0.0009704,0.0009704,0.0009704
80,2214.87,0.88011,0.07049,0.05235,0.4451,1.15848,0.96629,0.97714,0.9717,0.54861,0.97245,0.98338,0.98262,0.97786,1.58839,0.06803,0.00118,0.50485,1.81908,0.0009572,0.0009572,0.0009572
