epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,1486.67,1.0221,0.08123,0.06209,0.50907,1.18018,0.96085,0.97541,0.9691,0.53034,0.96148,0.98649,0.98034,0.97468,1.66984,0.0721,0.003,0.55122,1.63121,0.001274,0.001274,0.001274
57,1513.16,1.02643,0.07838,0.06065,0.51161,1.18321,0.96097,0.9841,0.97268,0.53761,0.96662,0.98989,0.98117,0.97552,1.66583,0.06743,0.00247,0.55459,1.5883,0.0012608,0.0012608,0.0012608
58,1539.64,1.01993,0.08109,0.05722,0.51827,1.18326,0.96149,0.97261,0.96888,0.53603,0.96571,0.98512,0.98175,0.97443,1.599,0.07285,0.00202,0.54896,1.54979,0.0012476,0.0012476,0.0012476
59,1567.12,1.01063,0.08022,0.05522,0.50729,1.17928,0.95534,0.96919,0.97365,0.53657,0.96554,0.97997,0.98286,0.97778,1.66522,0.06976,0.00301,0.56912,1.60138,0.0012344,0.0012344,0.0012344
60,1593.62,1.00048,0.0813,0.05779,0.50229,1.16662,0.95885,0.98177,0.97035,0.52151,0.96426,0.98569,0.97922,0.97423,1.67316,0.06582,0.00279,0.5397,1.6058,0.0012212,0.0012212,0.0012212
61,1620.09,0.99483,0.0816,0.05996,0.50032,1.16218,0.95619,0.97774,0.9682,0.53385,0.96707,0.98887,0.97684,0.97187,1.64669,0.07041,0.00239,0.53642,1.62059,0.001208,0.001208,0.001208
62,1646.61,0.98395,0.07671,0.05797,0.5005,1.16109,0.95509,0.98056,0.96805,0.52862,0.96276,0.98657,0.98043,0.9746,1.64586,0.06902,0.00301,0.54532,1.60744,0.0011948,0.0011948,0.0011948
63,1673.08,0.98016,0.0764,0.0583,0.49617,1.15618,0.95506,0.96502,0.96749,0.52503,0.96443,0.98013,0.9794,0.97395,1.65729,0.07753,0.00459,0.55525,1.62415,0.0011816,0.0011816,0.0011816
64,1699.46,0.96144,0.0795,0.05695,0.49678,1.14659,0.95857,0.97476,0.97055,0.55397,0.96337,0.9841,0.97944,0.97436,1.56827,0.07278,0.00342,0.52969,1.55309,0.0011684,0.0011684,0.0011684
65,1725.94,0.97105,0.08146,0.05889,0.4984,1.1505,0.9639,0.97536,0.97381,0.52375,0.96875,0.9857,0.98372,0.97869,1.64901,0.07307,0.00378,0.54934,1.61331,0.0011552,0.0011552,0.0011552
66,1752.39,0.95236,0.07808,0.05764,0.48627,1.13869,0.95282,0.97695,0.96866,0.51745,0.96059,0.98823,0.97908,0.9731,1.66356,0.07056,0.00286,0.54236,1.6428,0.001142,0.001142,0.001142
67,1778.83,0.96338,0.07737,0.05626,0.48486,1.14535,0.96177,0.97991,0.97193,0.5695,0.96723,0.98538,0.98131,0.97665,1.55112,0.06646,0.00335,0.52006,1.52377,0.0011288,0.0011288,0.0011288
68,1805.3,0.95185,0.07606,0.05954,0.4882,1.14191,0.96094,0.97786,0.96876,0.53274,0.96344,0.98569,0.97783,0.97262,1.63467,0.06883,0.00319,0.52978,1.60972,0.0011156,0.0011156,0.0011156
69,1831.82,0.94788,0.07615,0.05897,0.48865,1.1423,0.9525,0.98013,0.96898,0.5622,0.95945,0.98728,0.97973,0.97523,1.54067,0.06404,0.00292,0.52842,1.54871,0.0011024,0.0011024,0.0011024
70,1858.31,0.92714,0.07209,0.05326,0.4822,1.13047,0.95271,0.97686,0.96555,0.53586,0.96247,0.98092,0.97564,0.97067,1.60248,0.07735,0.00446,0.54404,1.61242,0.0010892,0.0010892,0.0010892
71,1884.8,0.93446,0.0753,0.0542,0.48042,1.13107,0.95872,0.97377,0.96391,0.51345,0.96642,0.98172,0.9777,0.97158,1.68275,0.07121,0.0023,0.55054,1.68738,0.001076,0.001076,0.001076
72,1911.27,0.92275,0.07595,0.05488,0.48276,1.12572,0.95165,0.96741,0.96493,0.51525,0.96464,0.97599,0.97964,0.97222,1.6851,0.07425,0.00295,0.55052,1.69595,0.0010628,0.0010628,0.0010628
73,1937.75,0.92919,0.07574,0.05453,0.47634,1.13113,0.95878,0.9799,0.97222,0.54709,0.96422,0.98546,0.98052,0.97687,1.58501,0.06282,0.00211,0.53209,1.58296,0.0010496,0.0010496,0.0010496
74,1964.2,0.9111,0.07469,0.05622,0.47327,1.11547,0.95268,0.97628,0.96953,0.54293,0.96104,0.98331,0.97796,0.97383,1.59566,0.06999,0.00256,0.5434,1.59064,0.0010364,0.0010364,0.0010364
75,1990.75,0.90422,0.07674,0.05381,0.47201,1.11442,0.9554,0.97297,0.96869,0.53982,0.96332,0.98119,0.97905,0.97383,1.63179,0.06797,0.0024,0.55298,1.63018,0.0010232,0.0010232,0.0010232
76,2017.24,0.89428,0.06971,0.05326,0.46594,1.1131,0.96129,0.96736,0.96741,0.5263,0.96031,0.98101,0.98023,0.97427,1.6569,0.07132,0.00251,0.5619,1.67296,0.00101,0.00101,0.00101
77,2043.76,0.89268,0.07296,0.05618,0.46692,1.1086,0.95141,0.96497,0.95362,0.4904,0.96274,0.98569,0.97766,0.96942,1.73186,0.07183,0.00286,0.56242,1.75788,0.0009968,0.0009968,0.0009968
78,2070.23,0.88738,0.07161,0.05727,0.46646,1.10666,0.95559,0.97377,0.96624,0.52864,0.96491,0.98367,0.9787,0.97334,1.65335,0.06752,0.00445,0.55623,1.66751,0.0009836,0.0009836,0.0009836
79,2096.72,0.88022,0.06662,0.05189,0.45751,1.10067,0.95391,0.97069,0.96036,0.51479,0.96206,0.98781,0.97821,0.97223,1.70151,0.08142,0.00411,0.56764,1.72319,0.0009704,0.0009704,0.0009704
80,2123.2,0.88388,0.07006,0.05389,0.46645,1.1003,0.95391,0.97078,0.96403,0.50068,0.96555,0.98172,0.97825,0.97269,1.67875,0.0689,0.00202,0.55522,1.71781,0.0009572,0.0009572,0.0009572
81,2149.71,0.87421,0.07107,0.05126,0.4574,1.09835,0.95637,0.9682,0.96226,0.51908,0.96578,0.98728,0.97945,0.97219,1.69026,0.06741,0.00347,0.55993,1.73095,0.000944,0.000944,0.000944
82,2176.16,0.85767,0.06628,0.05509,0.45744,1.08842,0.95763,0.97014,0.96825,0.5313,0.96796,0.98467,0.98078,0.97489,1.65666,0.07013,0.0034,0.56007,1.70622,0.0009308,0.0009308,0.0009308
83,2202.62,0.85062,0.06978,0.05608,0.44917,1.08784,0.95597,0.97218,0.96493,0.51183,0.96754,0.9841,0.97924,0.97245,1.73526,0.07366,0.00481,0.57642,1.79021,0.0009176,0.0009176,0.0009176
84,2229.09,0.85182,0.06902,0.05439,0.44862,1.08401,0.95226,0.96717,0.95818,0.51578,0.96639,0.98291,0.97799,0.97174,1.68193,0.07734,0.00405,0.55431,1.74391,0.0009044,0.0009044,0.0009044
85,2255.59,0.8417,0.07066,0.05376,0.44439,1.08243,0.95616,0.96423,0.96485,0.52985,0.96941,0.98241,0.97779,0.97282,1.66417,0.07379,0.00534,0.56042,1.71335,0.0008912,0.0008912,0.0008912
