run_id,frame,track_id,length_px,length_cm
20251214-204240-26f2f,7,2,127.9348759378722,10.04569000635024
20251214-204240-26f2f,7,1,116.70256880531939,9.163707867527219
20251214-204240-26f2f,7,3,137.87777870466385,10.8264256597539
20251214-204240-26f2f,8,2,127.73370300061266,10.02989352434671
20251214-204240-26f2f,8,1,117.9415962710255,9.260998662852504
20251214-204240-26f2f,8,3,134.80578461204482,10.585206835492277
20251214-204240-26f2f,9,2,127.30863028376196,9.996516005415025
20251214-204240-26f2f,9,1,115.73957742450003,9.088091951073004
20251214-204240-26f2f,9,3,122.76126210773538,9.639447999476682
20251214-204240-26f2f,10,2,127.8080821759862,10.035733918791562
20251214-204240-26f2f,10,1,116.26448581466973,9.129308757129374
20251214-204240-26f2f,10,3,109.68980613878882,8.613052392859911
20251214-204240-26f2f,11,2,128.6111210080416,10.09879005661756
20251214-204240-26f2f,11,1,114.61162230110021,8.999522767512364
20251214-204240-26f2f,11,3,104.71360236789988,8.222311399645072
20251214-204240-26f2f,12,2,129.29854567087767,10.152767949783488
20251214-204240-26f2f,12,1,114.77181099164544,9.012101088442787
20251214-204240-26f2f,12,3,100.33166547690473,7.8782333731364576
20251214-204240-26f2f,13,2,128.99601609920057,10.129012751894386
20251214-204240-26f2f,13,1,116.65689396749265,9.160121392310558
20251214-204240-26f2f,13,3,96.62487930282597,7.5871694661944336
20251214-204240-26f2f,14,2,127.6559118108961,10.023785212040242
20251214-204240-26f2f,14,1,115.55676705651943,9.073737332965806
20251214-204240-26f2f,14,3,93.67342808721779,7.355415898111374
20251214-204240-26f2f,15,2,126.40162002370425,9.925295833133436
20251214-204240-26f2f,15,1,113.80826450627035,8.936441584122113
20251214-204240-26f2f,15,3,91.5503936930144,7.188711195889724
20251214-204240-26f2f,16,2,124.94333092678563,9.810788197120258
20251214-204240-26f2f,16,1,112.33564079854445,8.820808367179763
20251214-204240-26f2f,16,3,90.3142163088957,7.091644194396339
20251214-204240-26f2f,17,2,126.12303440824789,9.903420760268537
20251214-204240-26f2f,17,1,112.62014028779114,8.843147808672834
20251214-204240-26f2f,17,3,90.00144652194973,7.067084915310179
20251214-204240-26f2f,18,2,124.59661417987773,9.783563338113568
20251214-204240-26f2f,18,1,113.72955298683624,8.930261005774206
20251214-204240-26f2f,18,3,90.62164592968973,7.115784153470254
20251214-204240-26f2f,19,2,127.11596401066538,9.98138748287558
20251214-204240-26f2f,19,1,116.53318319094338,9.150407386629555
20251214-204240-26f2f,19,3,92.15598012271384,7.236262995195546
20251214-204240-26f2f,20,2,126.86910188393729,9.962003398737155
20251214-204240-26f2f,20,1,119.92524161889523,9.416758271803195
20251214-204240-26f2f,20,3,94.55996118949767,7.425028164982189
20251214-204240-26f2f,21,2,127.17383304993997,9.985931470003845
20251214-204240-26f2f,21,1,117.63789031453922,9.237151092988718
20251214-204240-26f2f,21,3,97.76946084718827,7.677044187980516
20251214-204240-26f2f,22,2,117.7677070247426,9.247344548204016
20251214-204240-26f2f,22,1,111.8665740061134,8.783976349682645
20251214-204240-26f2f,23,2,112.33774806455008,8.820973833718098
20251214-204240-26f2f,23,1,111.046401301908,8.719574827597937
20251214-204240-26f2f,24,2,102.87336641724208,8.077812569569785
20251214-204240-26f2f,24,1,110.3474630256278,8.66469286358608
20251214-204240-26f2f,25,2,99.22736187422073,7.79152135200747
20251214-204240-26f2f,25,1,109.77207496503354,8.619512297710578
20251214-204240-26f2f,26,2,97.90608027854395,7.687771805810931
20251214-204240-26f2f,26,1,109.32218795795454,8.584186313471575
20251214-204240-26f2f,26,4,132.86334780770315,10.432682999827499
20251214-204240-26f2f,27,2,98.72872318995597,7.752367293268001
20251214-204240-26f2f,27,1,94.02177977305989,7.382769135635587
20251214-204240-26f2f,27,4,137.73868682183002,10.815503900326652
20251214-204240-26f2f,28,2,100.63145117808708,7.901773117090848
20251214-204240-26f2f,28,1,96.00204025735972,7.5382629586550545
20251214-204240-26f2f,28,4,142.0639301979234,11.155130244118585
