run_id,frame,track_id,length_px,length_cm
20251219-095912-d3e9b,7,4,252.69849164764238,19.842366622509275
20251219-095912-d3e9b,7,2,144.39480431003355,11.338154916651634
20251219-095912-d3e9b,7,1,167.52183559438936,13.154133439682564
20251219-095912-d3e9b,7,5,164.74262722656078,12.93590470790329
20251219-095912-d3e9b,7,3,174.29743767933005,13.686166614004385
20251219-095912-d3e9b,8,4,255.03119143785054,20.025534650762097
20251219-095912-d3e9b,8,2,143.86740646585616,11.296742633927442
20251219-095912-d3e9b,8,1,167.1379585330186,13.123990682042717
20251219-095912-d3e9b,8,5,161.0238397736662,12.643898437701992
20251219-095912-d3e9b,8,3,173.8062606141748,13.647598455801967
20251219-095912-d3e9b,9,4,250.5691648871037,19.675167831704293
20251219-095912-d3e9b,9,2,144.43213904166277,11.34108651085273
20251219-095912-d3e9b,9,1,167.89275018216736,13.183258359219442
20251219-095912-d3e9b,9,5,160.06549778419355,12.5686476003073
20251219-095912-d3e9b,9,3,175.0683458579777,13.74669979175816
20251219-095912-d3e9b,10,4,253.10333343218394,19.874155570122724
20251219-095912-d3e9b,10,2,143.21516247926928,11.245527194433526
20251219-095912-d3e9b,10,1,169.1719507452681,13.283703622629078
20251219-095912-d3e9b,10,5,159.9390576058375,12.558719276800506
20251219-095912-d3e9b,10,3,175.66284596687763,13.793381072049941
20251219-095912-d3e9b,11,4,254.8178011272919,20.00877883734909
20251219-095912-d3e9b,11,2,143.04944891683618,11.23251505004485
20251219-095912-d3e9b,11,1,170.92915256247568,13.421682454475016
20251219-095912-d3e9b,11,5,159.1885090958596,12.499784778989076
20251219-095912-d3e9b,11,3,175.26386174836804,13.762052071672285
20251219-095912-d3e9b,12,4,253.181410920716,19.880286363157207
20251219-095912-d3e9b,12,2,140.6201208649355,11.041759586734155
20251219-095912-d3e9b,12,1,177.40494199290276,13.930173768415566
20251219-095912-d3e9b,12,5,157.85967296577883,12.395442036369683
20251219-095912-d3e9b,12,3,174.11864068836437,13.672127133900604
20251219-095912-d3e9b,13,4,250.46885415719606,19.66729124223191
20251219-095912-d3e9b,13,2,139.65032754583927,10.965609569137694
20251219-095912-d3e9b,13,1,175.21149247198724,13.757939936396255
20251219-095912-d3e9b,13,5,157.85795280234566,12.395306965862261
20251219-095912-d3e9b,13,3,174.24677608874907,13.682188569468256
20251219-095912-d3e9b,14,4,252.95066438364967,19.86216770579803
20251219-095912-d3e9b,14,2,139.58395589675033,10.960397940900513
20251219-095912-d3e9b,14,1,179.1151505800149,14.064462602374102
20251219-095912-d3e9b,14,5,158.48273478417246,12.444366036463409
20251219-095912-d3e9b,14,3,174.29597651186663,13.686051880353554
20251219-095912-d3e9b,15,4,248.75733453236876,19.53289946309618
20251219-095912-d3e9b,15,2,139.6715378057577,10.967275039124143
20251219-095912-d3e9b,15,1,182.38824475440083,14.321472187887275
20251219-095912-d3e9b,15,5,158.64761644203415,12.457312858121453
20251219-095912-d3e9b,15,3,174.43265148674448,13.696783859567066
20251219-095912-d3e9b,16,4,246.5670118712808,19.360911158063086
20251219-095912-d3e9b,16,2,139.02697574910582,10.916662799392697
20251219-095912-d3e9b,16,1,184.03938724121886,14.451123039207467
20251219-095912-d3e9b,16,5,158.37112378241525,12.43560212813324
20251219-095912-d3e9b,16,3,174.3962362780854,13.69392446806007
20251219-095912-d3e9b,17,4,250.73883796374236,19.688490884686058
20251219-095912-d3e9b,17,2,139.62201212832244,10.963386188650635
20251219-095912-d3e9b,17,1,185.0573155473576,14.531052707620361
20251219-095912-d3e9b,17,5,157.89269693309404,12.398035141150507
20251219-095912-d3e9b,17,3,173.98564418667414,13.661683995404438
20251219-095912-d3e9b,18,4,252.76492699412802,19.847583252387302
20251219-095912-d3e9b,18,2,140.4520061206816,11.028558896977817
20251219-095912-d3e9b,18,1,185.34226756646208,14.55342768261934
20251219-095912-d3e9b,18,5,157.52792254901038,12.369392362096722
20251219-095912-d3e9b,18,3,173.7130499095224,13.640279373828838
20251219-095912-d3e9b,19,4,252.67011290702294,19.840138269771654
20251219-095912-d3e9b,19,2,140.6631856599394,11.045141116419666
20251219-095912-d3e9b,19,1,186.8006747753247,14.667944593007208
20251219-095912-d3e9b,19,5,156.41237793714348,12.28179767552735
20251219-095912-d3e9b,19,3,172.97894323144786,13.582635919958529
20251219-095912-d3e9b,20,4,252.15359006678335,19.79957991305924
20251219-095912-d3e9b,20,2,141.62564611797717,11.120715343806362
