run_id,frame,track_id,length_px,length_cm
20251211-210640-462b3,7,3,109.79727105974365,8.621490743032645
20251211-210640-462b3,7,2,97.92104161777063,7.688946598648687
20251211-210640-462b3,7,1,120.34367554459442,9.449614500215496
20251211-210640-462b3,7,5,116.5187328132731,9.149272715465917
20251211-210640-462b3,7,4,91.38246242554997,7.175524913080176
20251211-210640-462b3,8,3,109.27725777799962,8.580658310208603
20251211-210640-462b3,8,2,98.15725353955273,7.707494408420118
20251211-210640-462b3,8,1,120.58423625113141,9.468503784844598
20251211-210640-462b3,8,5,114.88384851905563,9.020898488379201
20251211-210640-462b3,8,4,93.66259742810881,7.354565454139974
20251211-210640-462b3,9,3,108.87866383815827,8.549359955254943
20251211-210640-462b3,9,2,98.20426078408116,7.711185506747478
20251211-210640-462b3,9,1,121.27630005596555,9.522845952271682
20251211-210640-462b3,9,5,117.20008447060692,9.202773744678721
20251211-210640-462b3,9,4,95.8092630335118,7.5231257240514
20251211-210640-462b3,10,3,108.17918782261444,8.494435766932419
20251211-210640-462b3,10,2,99.2385182805008,7.792397374266864
20251211-210640-462b3,10,1,121.295492179015,9.52435295430928
20251211-210640-462b3,10,5,118.14962523064358,9.277333492783333
20251211-210640-462b3,10,4,98.65778251816573,7.746796896670336
20251211-210640-462b3,11,3,107.4728845704922,8.438975490996851
20251211-210640-462b3,11,2,100.08893458964133,7.859173681785378
20251211-210640-462b3,11,1,121.07196531665005,9.506801199551644
20251211-210640-462b3,11,5,119.20473757805308,9.36018292290351
20251211-210640-462b3,11,4,100.84080103965752,7.918211666757557
20251211-210640-462b3,12,3,106.82006647267096,8.387714971195885
20251211-210640-462b3,12,2,100.86974423599511,7.920484341632714
20251211-210640-462b3,12,1,120.78873600565493,9.484561494872906
20251211-210640-462b3,12,5,115.31178532034409,9.054500900673252
20251211-210640-462b3,12,4,102.86654054657217,8.077276589210475
20251211-210640-462b3,13,3,103.82718637961815,8.152708328788341
20251211-210640-462b3,13,2,102.0077698327673,8.009844277933562
20251211-210640-462b3,13,1,120.56100557133408,9.466679667643014
20251211-210640-462b3,13,5,112.71145389326728,8.850317926807163
20251211-210640-462b3,13,4,104.4333874094676,8.200308387667945
20251211-210640-462b3,14,3,102.19923842336341,8.024878756163059
20251211-210640-462b3,14,2,102.51084795655179,8.049346929915414
20251211-210640-462b3,14,1,120.09038760988919,9.429725849401992
20251211-210640-462b3,14,5,110.90380874610926,8.708378188665305
20251211-210640-462b3,14,4,105.33668753797124,8.271237233356988
20251211-210640-462b3,15,3,100.68611129762762,7.906065133732823
20251211-210640-462b3,15,2,102.46891119679438,8.046053975704881
20251211-210640-462b3,15,1,119.6865880035853,9.398018735607744
20251211-210640-462b3,15,5,109.68447400396124,8.612633703482544
20251211-210640-462b3,15,4,105.86019651409296,8.312344154758266
20251211-210640-462b3,16,3,99.56933251322177,7.8183735375862184
20251211-210640-462b3,16,2,101.76102651075861,7.990469522567871
20251211-210640-462b3,16,1,118.55840029634487,9.309431289121173
20251211-210640-462b3,16,5,109.20934324064842,8.575325531447898
20251211-210640-462b3,16,4,106.41829361508717,8.35616700156943
20251211-210640-462b3,17,3,97.33070515218328,7.642592255556075
20251211-210640-462b3,17,2,100.10983344291,7.860814699528868
20251211-210640-462b3,17,1,117.4870186857328,9.225304365482776
20251211-210640-462b3,17,5,109.11930520471563,8.568255573462395
20251211-210640-462b3,17,4,106.92690094188262,8.396103817097565
20251211-210640-462b3,18,3,95.69919057808423,7.5144826253079415
20251211-210640-462b3,18,2,98.16698673304211,7.7082586773018384
20251211-210640-462b3,18,1,117.29940997854781,9.210572972646723
20251211-210640-462b3,18,5,112.90025825755225,8.865143204914862
20251211-210640-462b3,18,4,106.94083999060878,8.397198337739102
20251211-210640-462b3,19,3,94.23270552832297,7.399331427475047
20251211-210640-462b3,19,2,96.32542912827246,7.563656068429676
20251211-210640-462b3,19,1,112.33200100912084,8.82052256398521
20251211-210640-462b3,19,5,117.17304497202566,9.200650551775432
20251211-210640-462b3,19,4,106.69697668040823,8.37804972638322
20251211-210640-462b3,20,3,94.2792825930419,7.402988747264838
