frame,fish_id,length_cm
0,1,8.09050416905697
0,2,7.685626893923315
0,3,9.629968289197127
0,4,9.005778048485045
0,5,7.211695988430127
0,6,2.7155057064246795
1,1,8.067962426183609
1,2,7.661175285540114
1,3,8.867472398635497
1,4,9.43848546928365
1,5,6.709420309945459
1,6,1.7309629296253422
2,1,8.119715339952602
2,2,7.685117004247664
2,3,9.367353786808136
2,4,8.810393773074255
2,5,6.612431713395318
2,6,2.629673981586987
3,1,8.663438357135798
3,2,7.6662854342174525
3,3,9.276001218182696
3,4,8.720637200588046
3,5,6.788364970923711
3,6,3.4258083777889228
4,1,7.6297386031449514
4,2,8.602000500561243
4,3,8.543904464474139
4,4,9.257352639917613
4,5,6.782255177911298
4,6,3.522785130211871
5,1,7.604950621549475
5,2,8.59093038708048
5,3,8.386338487189999
5,4,9.293020636752408
5,5,6.912852669783764
5,6,0.3195170946098268
6,1,7.655568867933396
6,2,8.472456543802577
6,3,6.991687772585482
6,4,9.35158096262547
6,5,8.961008432108933
6,6,2.2827177455611625
7,1,7.5640102114948
7,2,8.440277826838786
7,3,9.430466995174116
7,4,7.255079249718318
7,5,9.399303912117107
7,6,4.927047650136536
8,1,7.645253817561176
8,2,8.386846600246571
8,3,9.37989020323537
8,4,8.678556201084703
8,5,7.370986470633539
8,6,5.88796494642437
9,1,7.61428438598377
9,2,8.385685283575315
9,3,9.470294649479026
9,4,9.285165019391775
9,5,7.490823572951334
9,6,5.478792398564242
10,1,7.7829506792730125
10,2,8.316957366713584
10,3,9.39269015149264
10,4,7.749379685157706
10,5,9.181267743450066
10,6,5.202020018735325
11,1,7.805566447941328
11,2,8.280147003811043
11,3,9.355852547097557
11,4,7.825079647491487
11,5,9.26679773914752
11,6,6.143766706852054
12,1,7.846497382694249
12,2,8.249038403739121
12,3,9.337925868384875
12,4,7.962055794063641
12,5,8.49749976633906
12,6,5.865640543284998
13,1,7.964153981195848
13,2,8.538335948074437
13,3,8.039426370537967
13,4,9.334489294879882
13,5,7.803443980348376
13,6,4.342699868888355
14,1,8.526150117812113
14,2,7.931184668741935
14,3,7.867941174976836
14,4,8.059010042644923
14,5,9.279694217041413
14,6,3.9893475080752316
15,1,8.508215148210397
15,2,7.888713997453949
15,3,8.091635283203884
15,4,7.771325076226908
15,5,9.266181252327135
15,6,3.4179583863887064
16,1,8.542291294350477
16,2,8.170359643416349
16,3,7.788413190734338
16,4,7.72806558606788
16,5,9.115093420411105
16,6,0.3571327841356842
17,1,8.227939867764205
17,2,8.55436342099175
17,3,7.592629176030792
17,4,7.444208641558583
17,5,9.062662430360323
17,6,1.6217862820390274
18,1,8.199413287420317
18,2,7.4625149245477935
18,3,9.212812207402683
18,4,7.406523589862853
18,5,9.158579133399515
18,6,2.74503370772272
19,1,8.18189049344491
19,2,7.374862461257386
19,3,7.313976541010016
19,4,9.472682425521096
19,5,8.285709598147147
19,6,2.6185239202476738
20,1,8.136732389696876
20,2,7.232449860303731
20,3,7.463271172069055
20,4,9.593446922998089
20,5,8.320805523638528
20,6,0.5973311284124542
21,1,8.049759779307337
21,2,7.493072772705249
21,3,7.350869812802907
21,4,9.441343457175275
21,5,9.014482297559042
21,6,0.21683706182746204
22,1,7.95034076785723
22,2,7.7086826719168435
22,3,7.331364311935424
22,4,9.10008809567053
22,5,9.436467230009994
22,6,1.7075349499347796
22,7,4.743764815581823
23,1,7.834775842217882
23,2,7.886448808128324
23,3,8.99421640372578
23,4,7.312583079445782
23,5,8.699253813354142
23,6,3.9334648432572847
23,7,4.788197466539299
24,1,8.302072259864017
24,2,7.766235062565797
24,3,8.965998955101623
24,4,7.532270911649861
24,5,8.766186160533444
