frame,fish_id,length_cm
0,1,7.9978013699315476
0,2,4.946519099138339
1,1,8.053995831397845
1,2,4.964878384596737
2,1,8.077835690611538
2,2,4.963272024846212
3,1,8.039007088435342
3,2,4.921197243509646
4,1,7.44432945165595
4,2,4.810444290645558
5,1,7.765045912195639
5,2,4.82813912056844
6,1,7.541175326473417
6,2,4.876431180371693
6,3,4.130335852733951
7,1,7.615640538547347
7,2,5.439668285414585
7,3,4.880382973409575
8,1,7.858840147641878
8,2,5.52242912417436
8,3,4.825898507806739
9,1,7.986846736690916
9,2,5.853370027513245
9,3,4.843455649751005
9,4,1.0696495670270338
10,1,8.090732760711791
10,2,5.992260185039758
10,3,4.846712488625848
10,4,1.081515457803563
11,1,8.14643213766143
11,2,5.804068848073164
11,3,4.8230479224946095
12,1,8.38737307170029
12,2,5.957020945609343
13,1,8.574128900451116
13,2,5.989104909555592
13,3,4.9435859010390395
14,1,8.868400386001053
14,2,6.014385014635931
14,3,4.970851081836893
15,1,8.88775132100867
15,2,6.046975907226033
15,3,4.965983145560647
16,1,8.740275355680089
16,2,6.302995007387704
16,3,4.911643178309564
17,1,8.682846736160299
17,2,6.2783029632224885
17,3,4.877158705884511
18,1,8.792552372077363
18,2,6.37290200711148
19,1,8.864578286155933
19,2,6.353875601188946
20,1,8.71898198381285
20,2,6.520056996593136
20,3,4.69662578156079
21,1,8.815408576527693
21,2,6.733698994071645
21,3,4.715738353508652
22,1,8.922643527512335
22,2,6.880927417141898
22,3,4.726284364361131
23,1,8.98531909537854
23,2,6.720366060090696
24,1,9.050882853660712
24,2,6.819600303156595
25,1,9.206145740412207
25,2,6.772599253217358
26,1,9.398288870416684
26,2,6.754943805017392
27,1,7.97314604256063
27,2,6.720151681388507
28,1,7.581949918747393
28,2,6.665582826379422
29,1,6.706285169477522
29,2,7.531699432512808
30,1,6.747159252419917
30,2,7.52895988589311
30,3,4.913431049309319
31,1,7.24151594746347
31,2,6.837162774958097
32,1,7.304344304570462
32,2,6.891493563010606
33,1,7.128918567892281
33,2,6.9522634108114865
34,1,7.060208417221339
34,2,7.16080532712077
35,1,7.315763227597052
35,2,6.833963676203318
36,1,7.4782889331431806
36,2,6.80652497894209
37,1,8.50532755000079
37,2,6.628361472263291
38,1,8.232127358933225
38,2,6.464542980234066
39,1,8.167831514467043
39,2,6.2720149160958245
40,1,7.965440253408986
40,2,6.236391334738003
41,1,7.652049385538052
41,2,6.064617734679726
42,1,7.742555099069207
42,2,5.933416192320427
43,1,7.6137733118954
43,2,4.966947553617322
44,1,7.713135471534981
44,2,5.196857163691978
45,1,7.88055517043718
46,1,8.018911750033658
46,2,4.818554852844016
47,1,8.068678995878775
47,2,4.913866320983655
48,1,8.20763133507305
48,2,4.484776688836094
49,1,8.419310760675708
49,2,5.0185130340734885
49,3,4.003944506530833
50,1,8.510222135563218
50,2,5.018389262944324
50,3,4.183271698706326
51,1,8.351970975520976
51,2,5.239464042442681
52,1,8.388587094737554
52,2,5.225996677618094
53,1,8.379257475747776
53,2,5.249719872178938
54,1,8.417400302959509
54,2,4.990086536604379
55,1,8.463769468713009
55,2,5.0057651999758646
56,1,8.332883572343398
56,2,5.081731655171484
57,1,8.332506929098667
57,2,5.070602321054758
58,1,8.065912799972894
58,2,5.0919478070816435
59,1,7.960176723284501
59,2,5.141897452485531
60,1,7.6223585274911105
60,2,1.0616896473213095
61,1,7.671598709676148
61,2,1.0495650363914124
62,1,7.616971226237459
62,2,0.728241342255707
62,3,0.5414831816923412
63,1,7.624709586738883
63,2,0.7244076943865736
64,1,8.420772918177661
65,1,8.51358231444782
66,1,8.645152209162815
67,1,8.657096419230406
68,1,8.626603121566152
69,1,8.4707379609469
70,1,8.534574845484359
71,1,8.595386739936774
72,1,8.41817254005248
73,1,8.31526661755681
74,1,8.308914019936944
75,1,8.215458526528419
76,1,8.002149349024029
77,1,7.950212259077188
78,1,7.591338758373135
79,1,7.553373000862935
80,1,7.952852315028466
81,1,7.949079368311195
82,1,7.886396693968675
83,1,7.897638547293733
84,1,7.828593800029593
85,1,7.865166095975559
86,1,7.9638525481587905
87,1,7.92603543444486
88,1,7.9076734840578435
89,1,7.868474752906872
90,1,7.684735623352056
90,2,4.801761361000508
91,1,7.713320832125548
92,1,7.739013112832197
93,1,7.314797339024478
94,1,8.052085373681646
95,1,8.30030333946777
96,1,8.394362291156769
97,1,8.353291595702974
98,1,7.4792891696846135
99,1,7.405072684281733
100,1,7.399730390711415
101,1,7.387404207541856
102,1,7.393136172896817
103,1,7.428073979290175
103,2,4.851527718536086
104,1,7.391171232195529
104,2,4.8585376652151515
105,1,7.382164957878115
106,1,7.413589796146084
107,1,7.3321027932658955
108,1,7.365695699016509
109,1,7.396360144318701
110,1,6.975390253568172
111,1,7.137782120477022
112,1,7.047923688496954
113,1,7.044315967354024
114,1,7.538028341878287
115,1,7.522087923295841
116,1,7.507365673195175
117,1,7.5443229032749075
118,1,7.6054729475586775
119,1,7.60551913965473
120,1,7.591656773188262
120,2,4.874706971555599
121,1,8.124651379960207
121,2,4.828417161454291
122,1,8.112491606777706
122,2,4.820677912643328
123,1,8.123366884366147
123,2,4.8503530772217385
124,1,8.146780947207258
124,2,4.8274456469213005
125,1,8.063338478927536
125,2,4.7231921588542685
126,1,7.996978795298007
126,2,4.651907391034788
127,1,7.9229914937563075
128,1,7.860702636642948
129,1,7.789196087541783
130,1,7.852041618633204
131,1,7.79287487344787
132,1,7.706581523752838
