run_id,fish_id,confidence,length_px,length_cm
20251211-143956-59606,1,0.8060130476951599,107.23627471923828,8.323858939628835
20251211-143956-59606,2,0.7975007891654968,79.20852661132812,6.148298269916023
20251211-143956-59606,3,0.7845135927200317,125.5151138305664,9.742692993135638
20251211-143956-59606,4,0.7754333019256592,98.21952819824219,7.623963998932096
20251211-143956-59606,5,0.7617706656455994,80.90016174316406,6.279605817213698
20251211-143956-59606,6,0.7601478695869446,107.71040344238281,8.360661603848701
20251211-143956-59606,7,0.7539283633232117,112.6068344116211,8.740730762370651
20251211-143956-59606,8,0.7347068190574646,97.89128875732422,7.598485504721278
20251211-143956-59606,9,0.7337384223937988,84.2610855102539,6.540486339381659
20251211-143956-59606,10,0.7285600304603577,96.10014343261719,7.4594538098748115
20251211-143956-59606,11,0.72454434633255,77.3279037475586,6.002321178883691
20251211-143956-59606,12,0.7066354155540466,92.03199005126953,7.143676942580885
20251211-143956-59606,13,0.6796606183052063,54.396915435791016,4.222379526181093
20251211-143956-59606,14,0.658754825592041,86.64666748046875,6.725659200533165
20251211-143956-59606,15,0.531527578830719,70.80613708496094,5.496090746329345
20251211-143956-59606,16,0.5234973430633545,82.15826416015625,6.377261830331154
20251211-143956-59606,17,0.507442057132721,64.09781646728516,4.975379683869065
20251211-143956-59606,18,0.2512125074863434,43.234535217285156,3.355936910446725
