run_id,fish_id,confidence,length_px,length_cm
20251211-200401-97565,1,0.8069430589675903,133.62060546875,10.371854806236902
20251211-200401-97565,2,0.7845457792282104,97.7890396118164,7.590548755089374
20251211-200401-97565,3,0.7797148823738098,98.83744049072266,7.671927384205749
20251211-200401-97565,4,0.7697827816009521,105.98534393310547,8.22675960048944
20251211-200401-97565,5,0.7544013261795044,99.99038696289062,7.761421017068279
20251211-200401-97565,6,0.7509299516677856,80.25630950927734,6.229628930317267
20251211-200401-97565,7,0.7463288307189941,83.9961166381836,6.51991901251134
20251211-200401-97565,8,0.7432757616043091,81.96810150146484,6.362501086817112
20251211-200401-97565,9,0.7294822335243225,103.45806121826172,8.030587690620331
20251211-200401-97565,10,0.7213096618652344,88.7890625,6.891955483971125
20251211-200401-97565,11,0.7060087323188782,130.9468231201172,10.164311349849973
20251211-200401-97565,12,0.7034094929695129,130.3140869140625,10.115197307619539
20251211-200401-97565,13,0.6955969929695129,67.46078491210938,5.2364189173414095
20251211-200401-97565,14,0.6871796250343323,85.39118957519531,6.628206906403425
20251211-200401-97565,15,0.6691097617149353,80.38031768798828,6.239254652486865
20251211-200401-97565,16,0.6599789261817932,71.02295684814453,5.512920658863971
