run_id,fish_id,confidence,length_px,length_cm
20251211-150446-d7985,1,0.8108054995536804,118.61438751220703,9.20704707849158
20251211-150446-d7985,2,0.797136127948761,106.08509063720703,8.234502106435382
20251211-150446-d7985,3,0.7929872870445251,121.36194610595703,9.420317170376235
20251211-150446-d7985,4,0.7908995151519775,107.19974517822266,8.321023455578876
20251211-150446-d7985,5,0.7782526612281799,126.02784729003906,9.782492221535284
20251211-150446-d7985,6,0.7620440125465393,107.2138671875,8.32211962955057
20251211-150446-d7985,7,0.760012149810791,126.06099700927734,9.785065358167923
20251211-150446-d7985,8,0.7463635802268982,126.06720733642578,9.78554741414467
20251211-150446-d7985,9,0.74586021900177,113.51817321777344,8.811470404236083
20251211-150446-d7985,10,0.7387199401855469,71.23970031738281,5.529744649335001
20251211-150446-d7985,11,0.7324519753456116,82.11392211914062,6.373819926968923
20251211-150446-d7985,12,0.724419891834259,83.95758056640625,6.516927778188796
20251211-150446-d7985,13,0.7207150459289551,105.61998748779297,8.198400022338973
20251211-150446-d7985,14,0.7121298313140869,95.3090591430664,7.398048524650036
20251211-150446-d7985,15,0.7052489519119263,125.2713851928711,9.723774368770558
20251211-150446-d7985,16,0.7041365504264832,78.67939758300781,6.107226390049508
20251211-150446-d7985,17,0.35330456495285034,144.29898071289062,11.200728146618848
