run_id,fish_id,confidence,length_px,length_cm
20251211-145614-60b72,1,0.7878925204277039,122.19072723388672,9.484648547223994
20251211-145614-60b72,2,0.7772116661071777,113.9989242553711,8.848787103576116
20251211-145614-60b72,3,0.7581495642662048,88.46614837646484,6.866890349799336
20251211-145614-60b72,4,0.7573527693748474,92.01176452636719,7.1421070035214775
20251211-145614-60b72,5,0.7499819397926331,92.163818359375,7.153909676269115
20251211-145614-60b72,6,0.7470917105674744,104.00044250488281,8.072688232933542
20251211-145614-60b72,7,0.7347331643104553,122.70018005371094,9.524193126888997
20251211-145614-60b72,8,0.734499454498291,94.67396545410156,7.348751490654473
20251211-145614-60b72,9,0.7295878529548645,136.54148864746094,10.598578642199872
20251211-145614-60b72,10,0.7180209159851074,76.47526550292969,5.936137972749336
20251211-145614-60b72,11,0.7171716094017029,76.71430969238281,5.954692982409595
20251211-145614-60b72,12,0.7135705351829529,81.76900482177734,6.34704686965593
20251211-145614-60b72,13,0.6899840831756592,85.96926879882812,6.673078382273394
20251211-145614-60b72,14,0.6623296737670898,94.18498992919922,7.310796392858746
20251211-145614-60b72,15,0.6485450267791748,44.9923095703125,3.492378294676124
20251211-145614-60b72,16,0.42817845940589905,53.067893981933594,4.119218658847597
